"Kaupunginosa","Postinumero","Huoneisto","Talotyyppi","Asuinala","Huoneita","Velaton_hinta","Neliöhinta","Rakennusvuosi","Hissi","Kunto","Tontti","Energialuokka","Kerroksia","Kerrosnumero","Keskustaetäisyys_km"
"Etelä-haaga","00320","3 h, k, aula, k...","kt",61,3,338000,5505,1959,"ei","hyvä","oma","F",3,3,5.56344485542658
"Etelä-haaga","00320","3 h, kt, s","kt",80,3,386000,4825,2021,"on","hyvä","vuokra","C",5,2,5.56344485542658
"Etelä-haaga","00320","3h, k, kph, par...","kt",65,3,303000,4662,1958,"ei","huono","oma","D",3,3,5.56344485542658
"Etelä-haaga","00320","3h, k, kph/wc, ...","kt",66,3,338000,5121,1959,"ei","hyvä","oma","F",4,2,5.56344485542658
"Etelä-haaga","00320","3h+avok+kph+vh+...","kt",82,3,430000,5244,2024,"on","hyvä","vuokra","A",6,5,5.56344485542658
"Etelä-haaga","00320","3 h + k + kph + p","kt",75,3,375000,5000,1958,"ei","tyyd.","oma","F",4,3,5.56344485542658
"Etelä-haaga","00320","3h, kk, vh, kh,...","kt",63,3,255000,4048,1960,"ei","tyyd.","oma","D",3,2,5.56344485542658
"Etelä-haaga","00320","3 h, k, kph, wc...","kt",73,3,369000,5055,1953,"ei","tyyd.","oma","F",3,1,5.56344485542658
"Etelä-haaga","00320","3 h, k, kph, la...","kt",80,3,400000,5000,1960,"ei","hyvä","oma","D",3,1,5.56344485542658
"Etelä-haaga","00320","3h+kk+kph+et+parv","kt",57,3,231000,4053,1955,"ei","tyyd.","oma","F",4,1,5.56344485542658
"Etelä-haaga","00320","3h, k, kph, par...","kt",59,3,330000,5593,1958,"ei","hyvä","vuokra","E",3,3,5.56344485542658
"Etelä-haaga","00320","3h, k, kph, las...","kt",69,3,358000,5188,1955,"ei","hyvä","oma","E",3,3,5.56344485542658
"Etelä-haaga","00320","3h, k, kph, las...","kt",61,3,295000,4836,1966,"ei","hyvä","oma","E",3,1,5.56344485542658
"Etelä-haaga","00320","3 h, k, kph, la...","kt",68,3,370000,5441,1967,"on","hyvä","oma","D",4,1,5.56344485542658
"Etelä-haaga","00320","3h+k+psh+wc+las...","kt",72,3,390300,5421,1959,"ei","hyvä","oma","E",3,3,5.56344485542658
"Etelä-haaga","00320","3h, k, kph, vh,...","kt",62,3,360000,5760,1959,"ei","hyvä","oma","E",3,2,5.56344485542658
"Etelä-haaga","00320","3h, avok, kph j...","kt",56,3,295000,5268,1959,"ei","hyvä","vuokra","D",3,3,5.56344485542658
"Etelä-haaga","00320","3H+K+2KPH","kt",67,3,384000,5731,1939,"ei","hyvä","oma","C",3,1,5.56344485542658
"Etelä-haaga","00320","3h, k, kph, vh","kt",72,3,186000,2583,1970,"on","hyvä","oma","E",4,2,5.56344485542658
"Etelä-haaga","00320","3 h, k, kh, las...","kt",70,3,376000,5371,1962,"on","hyvä","oma","F",4,2,5.56344485542658
"Etelä-haaga","00320","3h+k+kph+parveke","kt",59,3,310000,5254,1958,"ei","hyvä","vuokra","E",3,3,5.56344485542658
"Haaga","00320","3h, k, kph, par...","kt",68,3,280000,4118,1962,"ei","tyyd.","oma","D",2,1,5.56344485542658
"Etelä-haaga","00320","3h, k, kph, las...","kt",60,3,321500,5358,1963,"on","hyvä","vuokra","E",4,1,5.56344485542658
"Etelä-haaga","00320","3h, k, kph, vh,...","kt",53,3,280700,5296,1964,"ei","hyvä","oma","E",4,2,5.56344485542658
"Etelä-haaga","00320","3 h, k, s, lasi...","kt",72,3,350000,4828,1987,"ei","hyvä","oma","B",3,1,5.56344485542658
"Haaga","00320","3-4h+kt","kt",76,4,406000,5342,2024,"on","hyvä","vuokra","A",6,3,5.56344485542658
"Etelä-haaga","00320","4-5h, k, rt, kp...","kt",120,4,588000,4900,1962,"ei","hyvä","oma","E",3,3,5.56344485542658
"Haaga","00320","5h+kt+s","kt",123,4,619000,5033,2024,"on","hyvä","vuokra","A",6,5,5.56344485542658
"Etelä-haaga","00320","3-5h, k, aula, ...","kt",86,4,490000,5698,1953,"ei","hyvä","oma","F",3,2,5.56344485542658
"Etelä-haaga","00320","4h, avok, kph, ...","kt",78,4,450000,5769,1958,"ei","hyvä","vuokra","E",3,2,5.56344485542658
"Etelä-haaga","00320","4h, k, kph, ete...","kt",91,4,431700,4744,1960,"on","tyyd.","oma","E",3,1,5.56344485542658
"Haaga","00320","3-4h+kt+s","kt",79,4,499000,6277,2024,"on","hyvä","vuokra","A",6,5,5.56344485542658
"Etelä-haaga","00320","5 h, k, kph, wc...","kt",127,4,650000,5118,1970,"ei","tyyd.","oma","E",4,4,5.56344485542658
"Etelä-haaga","00320","5-6 h, k, 2 kph...","kt",118,4,579000,4907,1961,"ei","hyvä","oma","E",3,3,5.56344485542658
"Etelä-haaga","00320","5 h, k, 2 kh, l...","kt",103,4,552011,5333,1964,"ei","hyvä","oma","F",4,2,5.56344485542658
"Etelä-haaga","00320","4 h, k, kh, s, ...","kt",98,4,475000,4822,1989,"on","tyyd.","oma","D",3,1,5.56344485542658
"Etelä-haaga","00320","4 h, k, erill. ...","kt",88,4,431893,4880,1962,"on","hyvä","vuokra","E",4,2,5.56344485542658
"Munkkiniemi","00330","1h+avok+kph","kt",24,1,182000,7583,1955,"ei","hyvä","oma","D",3,2,4.59616898709026
"Munkkiniemi","00330","1h,kk","kt",22,1,139000,6178,1959,"ei","tyyd.","oma","E",5,2,4.59616898709026
"Munkkiniemi","00330","1h,avok,kph","kt",28,1,163000,5821,1938,"on","tyyd.","oma","D",6,5,4.59616898709026
"Munkkiniemi","00330","1h, kk, kph, pa...","kt",22,1,150000,6818,1959,"on","tyyd.","oma","D",3,1,4.59616898709026
"Munkkiniemi","00330","1h, kk, kph, pa...","kt",25,1,207000,8280,1954,"on","hyvä","oma","E",5,2,4.59616898709026
"Munkkiniemi","00330","1 h + avok + kph","kt",29,1,216000,7448,1964,"on","hyvä","oma","E",6,6,4.59616898709026
"Munkkiniemi","00330","1h+kt+kph+alkovi","kt",24,1,189000,7875,1955,"ei","hyvä","oma","E",4,2,4.59616898709026
"Munkkiniemi","00330","1h,kk,kph,parveke","kt",25,1,212600,8504,1954,"on","hyvä","oma","E",5,2,4.59616898709026
"Munkkiniemi","00330","1h+avok+kph+et","kt",25,1,208000,8157,1938,"on","hyvä","oma","E",6,6,4.59616898709026
"Munkkiniemi","00330","1h, k, alkovi, ...","kt",34,1,200000,5797,1957,"on","tyyd.","oma","G",6,4,4.59616898709026
"Munkkiniemi","00330","1h, kk, kh","kt",29,1,178000,6138,1954,"on","tyyd.","oma","E",6,4,4.59616898709026
"Munkkiniemi","00330","1h,kt,kph,lasit...","kt",30,1,250000,8333,2020,"on","hyvä","oma","C",7,3,4.59616898709026
"Munkkiniemi","00330","1h, kk, kph","kt",24,1,140000,5833,1938,"on","hyvä","oma","C",6,1,4.59616898709026
"Munkkiniemi","00330","2h, k, kph, vh,...","kt",59,2,375000,6356,1954,"on","hyvä","oma","E",5,3,4.59616898709026
"Munkkiniemi","00330","2h+k","kt",37,2,245000,6622,1967,"on","hyvä","oma","D",6,3,4.59616898709026
"Munkkiniemi","00330","2h+k+kph+parvek...","kt",64,2,290000,4531,1992,"on","tyyd.","vuokra","D",5,5,4.59616898709026
"Munkkiniemi","00330","2h+k+kph+vh+p","kt",59,2,385000,6525,1954,"on","hyvä","oma","E",5,4,4.59616898709026
"Munkkiniemi","00330","2h, k, kph, eri...","kt",58,2,307000,5293,1938,"on","tyyd.","oma","D",6,3,4.59616898709026
"Munkkiniemi","00330","2 h, avok, kph","kt",42,2,255000,6071,1939,"on","tyyd.","oma","D",4,2,4.59616898709026
"Munkkiniemi","00330","2h, keittiö...","kt",47,2,305000,6489,1954,"on","hyvä","oma","E",4,3,4.59616898709026
"Munkkiniemi","00330","2h, k","kt",57,2,286000,5018,1937,"on","hyvä","oma","D",6,1,4.59616898709026
"Munkkiniemi","00330","2h, k, kph, vh,...","kt",50,2,249000,4950,1959,"on","huono","oma","D",5,4,4.59616898709026
"Munkkiniemi","00330","2h+halli+k+kph+wc","kt",70,2,480000,6857,1939,"on","hyvä","oma","E",6,6,4.59616898709026
"Munkkiniemi","00330","2h, kk, kph","kt",45,2,260000,5778,1938,"on","tyyd.","oma","E",6,4,4.59616898709026
"Munkkiniemi","00330","2h, kk, ph, las...","kt",41,2,238000,5805,1959,"on","hyvä","oma","F",4,1,4.59616898709026
"Munkkiniemi","00330","2h, k, kph ja p...","kt",55,2,321000,5836,1950,"on","hyvä","oma","E",6,4,4.59616898709026
"Munkkiniemi","00330","2h, k, kph, vh,...","kt",51,2,285000,5588,1937,"on","tyyd.","oma","G",6,3,4.59616898709026
"Munkkiniemi","00330","2h + avok. + kp...","kt",40,2,242000,6050,1957,"on","hyvä","oma","F",6,2,4.59616898709026
"Munkkiniemi","00330","2h, avok, kph","kt",42,2,260000,6190,1938,"on","hyvä","oma","G",6,6,4.59616898709026
"Munkkiniemi","00330","2h, avok, kph, ...","kt",53,2,341000,6434,1957,"on","hyvä","oma","G",6,2,4.59616898709026
"Munkkiniemi","00330","2h, kk, kph, 2 ...","kt",49,2,278500,5684,1941,"on","hyvä","oma","E",4,4,4.59616898709026
"Munkkiniemi","00330","2 h, kk, kph/wc...","kt",45,2,250000,5556,1950,"on","hyvä","oma","E",6,3,4.59616898709026
"Munkkiniemi","00330","2h+kk+kph","kt",52,2,275000,5288,1939,"on","tyyd.","oma","D",6,3,4.59616898709026
"Munkkiniemi","00330","2h+kk+kph","kt",36,2,215000,5890,1936,"on","tyyd.","oma","F",6,3,4.59616898709026
"Munkkiniemi","00330","2h+k+kph+vh","kt",69,2,400000,5797,1938,"on","hyvä","oma","C",6,5,4.59616898709026
"Munkkiniemi","00330","2h, alkovi, kk ...","kt",42,2,250000,5952,1938,"on","tyyd.","oma","G",6,4,4.59616898709026
"Munkkiniemi","00330","2h, k, kph, par...","kt",44,2,270000,6136,1954,"on","hyvä","oma","D",5,2,4.59616898709026
"Munkkiniemi","00330","2h+k+wc+kph","kt",51,2,288000,5647,1937,"on","hyvä","oma","G",6,5,4.59616898709026
"Munkkiniemi","00330","3h+kk+kph+p","kt",79,3,538000,6810,1949,"on","hyvä","oma","F",5,5,4.59616898709026
"Munkkiniemi","00330","3h, k, kph, kak...","kt",72,3,495000,6875,1954,"on","hyvä","oma","E",4,3,4.59616898709026
"Munkkiniemi","00330","3h+halli+avok+k...","kt",86,3,475000,5523,1938,"on","hyvä","oma","C",6,5,4.59616898709026
"Munkkiniemi","00330","3h+k+kph+vh+p","kt",65,3,384000,5908,1955,"on","hyvä","oma","E",6,4,4.59616898709026
"Munkkiniemi","00330","3H+K (Yj:n muka...","kt",105,3,470000,4476,1936,"on","tyyd.","oma","F",5,2,4.59616898709026
"Munkkiniemi","00330","3h, keittiö...","kt",100,3,1060000,10547,2019,"on","hyvä","oma","C",9,6,4.59616898709026
"Munkkiniemi","00330","3h+k+kph+p","kt",63,3,385000,6111,1951,"on","tyyd.","oma","D",6,3,4.59616898709026
"Munkkiniemi","00330","3h, k, kph, wc,...","kt",63,3,325000,5159,1940,"on","huono","oma","E",4,4,4.59616898709026
"Munkkiniemi","00330","2-3h, avok, kph, p","kt",75,3,461000,6147,1952,"ei","tyyd.","oma","F",3,3,4.59616898709026
"Munkkiniemi","00330","3h+k+kph+vh+las...","kt",70,3,460000,6571,1956,"on","hyvä","oma","G",6,2,4.59616898709026
"Munkkiniemi","00330","3h+k+kph+erill....","kt",73,3,475000,6507,1967,"on","hyvä","oma","D",6,4,4.59616898709026
"Munkkiniemi","00330","3h+k+kph+p","kt",72,3,437000,6028,1967,"ei","tyyd.","oma","D",6,6,4.59616898709026
"Munkkiniemi","00330","3 h, kk, ruokai...","kt",96,3,340000,3542,1925,"ei","tyyd.","oma","F",3,2,4.59616898709026
"Munkkiniemi","00330","5h, k, rt, kph,...","kt",120,4,805000,6708,1962,"on","hyvä","oma","G",6,5,4.59616898709026
"Munkkiniemi","00330","5h, k, kph, par...","kt",93,4,608000,6538,1956,"ei","tyyd.","oma","D",2,1,4.59616898709026
